진행단계,정비구역명칭,정비구역면적(㎡),사업구분,재건축단계,서울시_정비구역위치,Latitude,Longitude,cate_code
조합청산,녹번제1구역3지구 주택재개발정비사업,74820.0,재개발(주택정비형),재건축 완료,서울시 은평구 녹번동 4번지,37.6060628,126.9375505,12
조합청산,응암제10주택재개발구역,61052.6,재개발(주택정비형),재건축 완료,서울시 은평구 응암동 419-0,37.5937486,126.9201237,12
준공인가,상계6재정비촉진구역,65684.9,재개발(주택정비형),재건축 완료,서울시 노원구 상계동 95-3번지,37.6649525,127.0778462,11
조합해산,석관제2구역 주택재개발정비구역,51492.0,재개발(주택정비형),재건축 완료,서울시 성북구 석관동 58-56번지,37.6076882,127.0650292,13
조합해산,돈의문1구역도시환경정비사업조합,152639.0,재개발(도시정비형),재건축 완료,서울시 종로구 교남동 62-1,37.5716359,126.9639041,13
조합해산,상계4재정비촉진구역 재개발사업,39960.6,재개발(주택정비형),재건축 완료,서울시 노원구 상계동 85-33번지,37.6647951,127.0738954,13
조합해산,월계2(인덕마을) 주택재건축정비구역,43303.0,재건축,재건축 완료,서울시 월계2동 633-31,37.6380564,127.0503032,13
조합청산,신길3재정비촉진구역주택재개발정비사업,38502.9,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 145-40번지,37.5079271,126.9167168,12
준공인가,보문제2구역 주택재개발정비사업,17837.0,재개발(주택정비형),재건축 완료,서울시 성북구26길 13-9(보문동1가),37.5883365,127.0187863,11
조합청산,전농 제11주택재개발정비구역,28150.5,재개발(주택정비형),재건축 완료,서울시 동대문구 전농동 518-0,37.5797474,127.0557043,12
이전고시,신반포14차 주택재건축정비사업 조합설립 추진위원회,10054.79,재건축,재건축 완료,서울시 서초구 잠원동 74,37.5087872,127.0022868,7
조합해산,홍은제12주택재개발정비구역,26421.7,재개발(주택정비형),재건축 완료,서울시 서대문구 홍은동 450번지,37.5930107,126.9385581,13
조합해산,가락시영아파트 주택재건축 정비구역,405782.4,재건축,재건축 완료,서울시 송파구 가락동 479-0,37.4956865,127.1184047,13
조합해산,가재울뉴타운4구역주택재개발정비사업,284637.5,재개발(주택정비형),재건축 완료,서울시 서대문구 남가좌동 124번지,37.5708806,126.9195039,13
조합청산,한신18차아파트 주태재건축정비사업구역(한신24차아파트포함),22930.1,재건축,재건축 완료,서울시 서초구 잠원동 52번지,37.516786,127.0132266,12
이전고시,홍제제3주택재개발정비사업,5837.54,재개발(주택정비형),재건축 완료,서울시 홍제동 270번지,37.5901169,126.9484911,7
조합청산,상일동 고덕7단지(아) 주택재건축정비사업,89869.4,재건축,재건축 완료,서울시 강동구 상일동 187-0,37.5511028,127.1696401,12
조합청산,고덕3단지아파트주택재건축정비사업,211394.7,재건축,재건축 완료,서울시 강동구 상일동 121번지,37.5472666,127.1800274,12
조합해산,방배3구역 주택재건축정비사업구역,17865.8,재건축,재건축 완료,서울시 서초구 방배동 992-1번지,37.4722463,126.9893231,13
조합해산,고덕주공6단지 주택재건축 정비구역,86871.9,재건축,재건축 완료,서울시 강동구 상일동 124번지,37.5512348,127.1721537,13
준공인가,남산골테스트용,150000.0,재개발(주택정비형),재건축 완료,서울시 금천구 가산동 12-31,37.4766861,126.8837772,11
조합청산,고덕주공5단지아파트 주택재건축 정비구역,83387.0,재건축,재건축 완료,서울시 강동구 상일동 131번지,37.5511028,127.1696401,12
조합해산,상일동 고덕4단지(아) 주택재건축정비사업,34559.6,재건축,재건축 완료,서울시 강동구 상일동 134번지외 3필지,37.5511028,127.1696401,13
조합청산,고덕2단지아파트 주택재건축정비구역,246210.1,재건축,재건축 완료,서울시 강동구 고덕동 217번지,37.5638217,127.1582312,12
조합해산,신길5재정비촉진구역,76602.0,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 1583-1번지,37.5060633,126.9136167,13
이전고시,개포시영아파트중심상가재건축정비사업,2520.0,재건축,재건축 완료,서울시 강남구 개포동 656-3,37.4784598,127.0553349,7
조합청산,신길9재정비촉진구역 주택재개발정비사업조합,73698.6,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 240-16번지,37.5060633,126.9136167,12
조합해산,답십리18구역주택재개발 정비사업,55394.0,재개발(주택정비형),재건축 완료,서울시 동대문구 답십리동 98-0,37.5752549,127.057166,13
조합청산,북아현 1-2 재정비촉진구역 주택재개발 정비사업,60335.5,재개발(주택정비형),재건축 완료,서울시 서대문구 북아현동 174번지,37.5624168,126.9543856,12
조합청산,남가좌동제1구역주택재건축정비사업조합,63389.7,재건축,재건축 완료,서울시 서대문구 남가좌동 369-10,37.5756218,126.9194417,12
조합해산,장위7구역주택재개발정비사업,86921.7,재개발(주택정비형),재건축 완료,서울시 성북구 장위동 189-3,37.6191535,127.0486531,13
이전고시,홍은제1주택재건축정비사업,19246.0,재건축,재건축 완료,서울시 서대문구 홍은동 104-4번지,37.5943779,126.9404543,7
조합해산,서초한양아파트 주택재건축정비사업,38594.4,재건축,재건축 완료,서울시 서초구 반포동 32-5번지 외3필지,37.5022658,127.0117911,13
이전고시,신반포5차아파트 주택재건축 정비사업조합,27562.7,재건축,재건축 완료,서울시 서초구 잠원동 64-8,37.5161706,127.0088499,7
준공인가,개나리4차아파트주택재건축,24161.6,재건축,재건축 완료,서울시 강남구 언주로 406 일원(역삼동 712-3번지외 4필지,37.5001969,127.0457761,11
이전고시,양천구 신월4동 주택재건축정비구역,18214.9,재건축,재건축 완료,서울시 양천구 신월동 432-6,37.5264285,126.8342266,7
준공인가,강남아파트주택재건축정비구역,24558.1,재건축,재건축 완료,서울시 관악구 신림동 1644번지,37.4842295,126.9039076,11
조합해산,신길12재정비촉진구역 주택재개발정비사업조합,52716.0,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 337-246번지,37.5039693,126.9090202,13
조합해산,대영연립 주택재건축 정비사업,2930.0,재건축,재건축 완료,서울시 광진구 자양동 224-15 외1필지(224-25),37.5380899,127.0782923,13
조합해산,신수1구역 주택재건축정비사업,47137.3,재건축,재건축 완료,서울시 마포구 신수동 93-102번지 일대,37.550489,126.9367878,13
조합해산,자양4재정비촉진구역도시환경정비사업조합,1081.64,재개발(도시정비형),재건축 완료,서울시 광진구 자양동778-6번,37.531692,127.074516,13
이전고시,구의맨션재건축정비사업조합,2165.9,재건축,재건축 완료,서울시 광진구 구의동 227-3번지 외 1필지,37.5428781,127.0906055,7
준공인가,자양1구역 주택재건축정비사업,39608.0,재건축,재건축 완료,서울시 광진구 자양4동 236번지,37.5368989,127.0615463,11
조합해산,하왕 제1-5구역주택재개발 정비사업,32989.59,재개발(주택정비형),재건축 완료,서울시 성동구 하왕십리동 999번지외 323필지,37.561235,127.0240281,13
조합해산,왕십리뉴타운제3구역 주택재개발사업,136892.8,재개발(주택정비형),재건축 완료,서울시 성동구 하왕십리동 700번지,37.5639874,127.0280247,13
조합해산,천호2구역 주택재건축정비사업,10106.8,재건축,재건축 완료,서울시 강동구 천호동 437-5번지,37.5420746,127.1258936,13
조합청산,돈암정릉구역 주택재개발 정비사업,30588.0,재개발(주택정비형),재건축 완료,서울시 성북구 돈암동 535번지,37.5998247,127.0122039,12
조합청산,목제1주택재건축정비사업,24519.5,재건축,재건축 완료,서울시 양천구 목동 632-1번지,37.5360367,126.8745334,12
조합해산,면목역5구역 가로주택정비사업,7040.95,가로주택정비,재건축 완료,서울시 중랑구 면목동 100-38,37.590261,127.0920506,13
준공인가,신월신정뉴타운제1구역1지구 주택재개발정비사업조합,174801.0,재개발(주택정비형),재건축 완료,서울시 신월6동 551 번지일대,37.5163837,126.8421653,11
조합해산,금호제20구역 주택재개발정비사업조합,35827.6,재개발(주택정비형),재건축 완료,서울시 성동구 금호동4가 56-1번지,37.5456282,127.0251703,13
조합청산,효창5구역 주택재개발정비사업 조합,22911.5,재개발(주택정비형),재건축 완료,서울시 용산구 효창동 13-2외258필지,37.5432037,126.9633365,12
조합해산,금호제14-1구역 주택재개발정비사업조합,5127.2,재개발(주택정비형),재건축 완료,서울시 성동구 금호동4가 480번지,37.5470885,127.0227107,13
조합해산,신당제6구역 주택정비형 재개발사업,484.94,재개발(주택정비형),재건축 완료,서울시 중구 신당동 80-0,37.5620634,127.0228052,13
조합청산,신길8 재정비촉진구역 주택재개발정비사업,32287.3,재개발(주택정비형),재건축 완료,서울시 영등포구 신길동 3163번지,37.5031405,126.9133577,12
조합해산,북아현1-3재정비촉진구역주택재개발정비사업조합,106645.8,재개발(주택정비형),재건축 완료,서울시 북아현동 149번지,37.5624168,126.9543856,13
이전고시,서초무지개아파트 재건축정비사업,61641.4,재건축,재건축 완료,서울시 서초구 서초2동 1335번지 외 1필지,37.4890871,127.0261778,7
준공인가,길동신동아12차아파트주택재건축정비사업,46267.7,재건축,재건축 완료,서울시 강동구 길동 160번지 외 6필지,37.5391363,127.148678,11
조합해산,개나리6차(아) 주택재건축정비사업조합,18414.3,재건축,재건축 완료,서울시 강남구 역삼동 711외 3필지,37.4994269,127.0446982,13
조합청산,면목1 주택재건축정비구역,24240.4,재건축,재건축 완료,서울시 중랑구 면목동 520-19,37.5823776,127.0892215,12
조합해산,망원1 주택재건축정비사업,20568.1,재건축,재건축 완료,서울시 망원동 458-16번지,37.5518554,126.9042409,13
조합청산,북아현1-1재정비촉진구역 주택재개발사업,77234.2,재개발(주택정비형),재건축 완료,서울시 서대문구 북아현동 1-954,37.5620472,126.9510268,12
준공인가,대치3동 제1지구 재건축정비사업조합,29532.2,재건축,재건축 완료,서울시 강남구 대치동 963번지,37.5024331,127.0602835,11
조합해산,연희 제1주택재건축 정비구역,19468.8,재건축,재건축 완료,서울시 서대문구 연희동 711번지,37.5585871,126.9349171,13
